ID,Comment,Brand,Platform,Sentiment,Theme,Date
1289,Received a wrong item and no response to complaint.,Sapphire,Instagram,Negative,Sale,2024-07-18
1290,Bad experience with the website. Very slow.,Sana Safinaz,Instagram,Negative,New Collection,2024-08-11
1291,Very happy with the purchase. Will shop again!,Gul Ahmed,Instagram,Positive,Customer Service,2024-09-22
1292,"The collection looks okay, nothing special.",Khaadi,Twitter,Neutral,Customer Service,2024-02-09
1293,"Poor fabric quality, not worth the price.",Gul Ahmed,Instagram,Negative,Sustainability,2024-07-17
1294,Colors seem different from pictures.,Sana Safinaz,Instagram,Neutral,Sale,2024-11-26
1295,Loved the new collection! Absolutely stunning.,Gul Ahmed,Twitter,Positive,Sustainability,2024-09-16
1296,Appreciate the sustainable packaging. Well done!,Alkaram,Instagram,Positive,Sale,2024-05-14
1297,Bad experience with the website. Very slow.,Alkaram,Instagram,Negative,Delivery Experience,2024-07-28
1298,Disappointed with the delivery delay.,Sapphire,Twitter,Negative,Delivery Experience,2024-11-13
1299,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Facebook,Positive,Sustainability,2024-02-28
1300,Bad experience with the website. Very slow.,Sapphire,Twitter,Negative,Customer Service,2024-11-11
1301,"Delivery was on time, average service.",Khaadi,Twitter,Neutral,Sustainability,2024-11-05
1302,Colors seem different from pictures.,Alkaram,Instagram,Neutral,Sustainability,2024-09-24
1303,"Poor fabric quality, not worth the price.",Sapphire,Facebook,Negative,Delivery Experience,2024-10-18
1304,Had a decent shopping experience.,Sana Safinaz,Twitter,Neutral,New Collection,2024-11-08
1305,"Delivery was on time, average service.",Gul Ahmed,Twitter,Neutral,Delivery Experience,2024-06-11
1306,Customer service was unhelpful.,Khaadi,Instagram,Negative,Customer Service,2024-09-20
1307,Very happy with the purchase. Will shop again!,Gul Ahmed,Facebook,Positive,Sustainability,2024-11-23
1308,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Instagram,Positive,New Collection,2024-05-12
1309,Great quality and beautiful designs.,Alkaram,Facebook,Positive,Sustainability,2024-06-14
1310,Bad experience with the website. Very slow.,Khaadi,Facebook,Negative,Sustainability,2024-05-02
1311,Bad experience with the website. Very slow.,Gul Ahmed,Twitter,Negative,Sale,2024-06-20
1312,Excellent customer service. Highly recommended.,Sana Safinaz,Twitter,Positive,New Collection,2024-12-22
1313,Customer service was unhelpful.,Alkaram,Twitter,Negative,Sale,2024-12-20
1314,Great quality and beautiful designs.,Khaadi,Twitter,Positive,Delivery Experience,2024-05-17
1315,Colors seem different from pictures.,Sapphire,Instagram,Neutral,Delivery Experience,2024-12-26
1316,Disappointed with the delivery delay.,Sana Safinaz,Twitter,Negative,New Collection,2024-10-20
1317,Disappointed with the delivery delay.,Sapphire,Instagram,Negative,Delivery Experience,2024-08-30
1318,Colors seem different from pictures.,Gul Ahmed,Instagram,Neutral,Sale,2024-11-23
1319,Received a wrong item and no response to complaint.,Gul Ahmed,Instagram,Negative,Delivery Experience,2024-11-13
1320,"Poor fabric quality, not worth the price.",Khaadi,Instagram,Negative,Sale,2024-08-29
1321,"Poor fabric quality, not worth the price.",Sapphire,Twitter,Negative,Sustainability,2024-10-03
1322,Bad experience with the website. Very slow.,Sana Safinaz,Instagram,Negative,Sale,2024-02-08
1323,Bad experience with the website. Very slow.,Sapphire,Facebook,Negative,Customer Service,2024-07-07
1324,Colors seem different from pictures.,Sana Safinaz,Facebook,Neutral,Sale,2024-04-15
1325,Loved the new collection! Absolutely stunning.,Gul Ahmed,Instagram,Positive,Sale,2024-10-09
1326,Had a decent shopping experience.,Alkaram,Facebook,Neutral,New Collection,2024-10-17
1327,Customer service was unhelpful.,Gul Ahmed,Instagram,Negative,Customer Service,2024-02-19
1328,Disappointed with the delivery delay.,Sana Safinaz,Facebook,Negative,Delivery Experience,2024-11-03
1329,Customer service was unhelpful.,Alkaram,Facebook,Negative,Sustainability,2024-06-12
1330,Bad experience with the website. Very slow.,Sana Safinaz,Facebook,Negative,Customer Service,2024-06-06
1331,Great quality and beautiful designs.,Alkaram,Twitter,Positive,Delivery Experience,2024-11-26
1332,Appreciate the sustainable packaging. Well done!,Sapphire,Instagram,Positive,Delivery Experience,2024-04-25
1333,Disappointed with the delivery delay.,Sapphire,Instagram,Negative,Delivery Experience,2024-07-20
1334,Customer service was unhelpful.,Alkaram,Instagram,Negative,New Collection,2024-04-20
1335,Disappointed with the delivery delay.,Gul Ahmed,Facebook,Negative,Sustainability,2024-11-06
1336,Great quality and beautiful designs.,Alkaram,Facebook,Positive,Sale,2024-10-29
1337,"The collection looks okay, nothing special.",Sapphire,Instagram,Neutral,Sustainability,2024-03-05
1338,"The collection looks okay, nothing special.",Sana Safinaz,Instagram,Neutral,Delivery Experience,2024-12-14
1339,Very happy with the purchase. Will shop again!,Alkaram,Facebook,Positive,Delivery Experience,2024-09-27
1340,Prices are a bit high compared to last year.,Khaadi,Twitter,Neutral,Customer Service,2024-10-22
1341,Great quality and beautiful designs.,Sapphire,Twitter,Positive,Sale,2024-06-04
1342,Disappointed with the delivery delay.,Gul Ahmed,Instagram,Negative,Sustainability,2024-11-16
1343,Very happy with the purchase. Will shop again!,Sapphire,Twitter,Positive,Customer Service,2024-02-11
1344,Customer service was unhelpful.,Khaadi,Instagram,Negative,New Collection,2024-02-21
1345,Appreciate the sustainable packaging. Well done!,Sana Safinaz,Twitter,Positive,Sale,2024-06-09
1346,Loved the new collection! Absolutely stunning.,Alkaram,Facebook,Positive,Delivery Experience,2024-06-16
1347,"The collection looks okay, nothing special.",Sana Safinaz,Twitter,Neutral,New Collection,2024-11-11
1348,"Poor fabric quality, not worth the price.",Gul Ahmed,Twitter,Negative,Delivery Experience,2024-05-31
1349,"The collection looks okay, nothing special.",Sapphire,Instagram,Neutral,Sustainability,2024-12-15
1350,Colors seem different from pictures.,Khaadi,Facebook,Neutral,New Collection,2024-09-20
1351,Customer service was unhelpful.,Gul Ahmed,Instagram,Negative,Customer Service,2024-12-08
1352,Prices are a bit high compared to last year.,Alkaram,Twitter,Neutral,Delivery Experience,2024-09-25
1353,Received a wrong item and no response to complaint.,Gul Ahmed,Facebook,Negative,Sale,2024-10-03
1354,Disappointed with the delivery delay.,Alkaram,Instagram,Negative,Delivery Experience,2024-04-23
1355,"Poor fabric quality, not worth the price.",Sapphire,Instagram,Negative,Customer Service,2024-01-17
1356,"Poor fabric quality, not worth the price.",Alkaram,Instagram,Negative,New Collection,2024-02-26
1357,Disappointed with the delivery delay.,Sana Safinaz,Facebook,Negative,New Collection,2024-03-12
1358,"Delivery was on time, average service.",Khaadi,Twitter,Neutral,New Collection,2024-07-28
1359,Colors seem different from pictures.,Khaadi,Instagram,Neutral,New Collection,2024-05-21
1360,Very happy with the purchase. Will shop again!,Khaadi,Instagram,Positive,New Collection,2024-02-16
1361,Prices are a bit high compared to last year.,Khaadi,Twitter,Neutral,Sustainability,2024-07-27
1362,"Delivery was on time, average service.",Khaadi,Facebook,Neutral,Customer Service,2024-06-17
1363,"The collection looks okay, nothing special.",Alkaram,Twitter,Neutral,Customer Service,2024-03-18
1364,Very happy with the purchase. Will shop again!,Sana Safinaz,Twitter,Positive,Sale,2024-09-30
1365,Excellent customer service. Highly recommended.,Alkaram,Instagram,Positive,New Collection,2024-01-01
1366,Great quality and beautiful designs.,Gul Ahmed,Twitter,Positive,Customer Service,2024-07-23
1367,Loved the new collection! Absolutely stunning.,Alkaram,Twitter,Positive,New Collection,2024-12-09
1368,Excellent customer service. Highly recommended.,Sapphire,Twitter,Positive,Sustainability,2024-10-01
1369,Very happy with the purchase. Will shop again!,Alkaram,Instagram,Positive,New Collection,2024-06-06
1370,"Poor fabric quality, not worth the price.",Sapphire,Instagram,Negative,Delivery Experience,2024-11-03
1371,Excellent customer service. Highly recommended.,Sapphire,Twitter,Positive,Customer Service,2024-08-07
1372,Very happy with the purchase. Will shop again!,Gul Ahmed,Facebook,Positive,Customer Service,2024-12-19
1373,Received a wrong item and no response to complaint.,Sapphire,Twitter,Negative,Customer Service,2024-02-09
1374,"The collection looks okay, nothing special.",Sana Safinaz,Facebook,Neutral,Delivery Experience,2024-10-27
1375,Appreciate the sustainable packaging. Well done!,Alkaram,Instagram,Positive,Sustainability,2024-03-04
1376,"Poor fabric quality, not worth the price.",Gul Ahmed,Twitter,Negative,Sustainability,2024-06-14
1377,Great quality and beautiful designs.,Sana Safinaz,Twitter,Positive,New Collection,2024-05-07
1378,Received a wrong item and no response to complaint.,Sapphire,Twitter,Negative,Sustainability,2024-05-15
1379,Great quality and beautiful designs.,Sana Safinaz,Instagram,Positive,New Collection,2024-01-05
1380,Great quality and beautiful designs.,Gul Ahmed,Instagram,Positive,Delivery Experience,2024-02-08
1381,"The collection looks okay, nothing special.",Alkaram,Facebook,Neutral,New Collection,2024-03-07
1382,Bad experience with the website. Very slow.,Khaadi,Twitter,Negative,Customer Service,2024-09-23
1383,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Facebook,Positive,Delivery Experience,2024-06-06
1384,Bad experience with the website. Very slow.,Alkaram,Facebook,Negative,Delivery Experience,2024-10-17
1385,Customer service was unhelpful.,Sana Safinaz,Facebook,Negative,Sale,2024-12-14
1386,Received a wrong item and no response to complaint.,Khaadi,Instagram,Negative,Customer Service,2024-04-17
1387,Great quality and beautiful designs.,Khaadi,Twitter,Positive,Sale,2024-01-15
1388,Prices are a bit high compared to last year.,Alkaram,Facebook,Neutral,New Collection,2024-01-21
1389,Loved the new collection! Absolutely stunning.,Alkaram,Facebook,Positive,New Collection,2024-06-23
1390,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Twitter,Positive,Sustainability,2024-04-27
1391,Disappointed with the delivery delay.,Alkaram,Facebook,Negative,Delivery Experience,2024-03-10
1392,"Poor fabric quality, not worth the price.",Alkaram,Facebook,Negative,New Collection,2024-12-16
1393,Customer service was unhelpful.,Gul Ahmed,Twitter,Negative,Sustainability,2024-06-07
1394,Disappointed with the delivery delay.,Sana Safinaz,Twitter,Negative,Sustainability,2024-07-01
1395,"The collection looks okay, nothing special.",Khaadi,Instagram,Neutral,Sale,2024-07-10
1396,Colors seem different from pictures.,Alkaram,Twitter,Neutral,New Collection,2024-12-21
1397,Loved the new collection! Absolutely stunning.,Sapphire,Facebook,Positive,Sustainability,2024-11-21
1398,Great quality and beautiful designs.,Khaadi,Facebook,Positive,Sale,2024-09-29
1399,Colors seem different from pictures.,Gul Ahmed,Facebook,Neutral,Customer Service,2024-03-05
1400,"The collection looks okay, nothing special.",Alkaram,Instagram,Neutral,Delivery Experience,2024-11-21
1401,Very happy with the purchase. Will shop again!,Khaadi,Twitter,Positive,Customer Service,2024-12-10
1402,Had a decent shopping experience.,Khaadi,Instagram,Neutral,New Collection,2024-04-19
1403,"The collection looks okay, nothing special.",Khaadi,Instagram,Neutral,Sustainability,2024-10-13
1404,Colors seem different from pictures.,Sana Safinaz,Facebook,Neutral,Customer Service,2024-08-27
1405,Very happy with the purchase. Will shop again!,Khaadi,Facebook,Positive,Delivery Experience,2024-11-19
1406,Very happy with the purchase. Will shop again!,Sana Safinaz,Twitter,Positive,Sustainability,2024-04-05
1407,Bad experience with the website. Very slow.,Sapphire,Instagram,Negative,Customer Service,2024-06-02
1408,Had a decent shopping experience.,Khaadi,Twitter,Neutral,New Collection,2024-08-11
1409,Customer service was unhelpful.,Sapphire,Instagram,Negative,Customer Service,2024-07-28
1410,"The collection looks okay, nothing special.",Alkaram,Twitter,Neutral,Sale,2024-01-22
1411,"The collection looks okay, nothing special.",Alkaram,Instagram,Neutral,Delivery Experience,2024-01-16
1412,Customer service was unhelpful.,Khaadi,Twitter,Negative,New Collection,2024-07-29
1413,Appreciate the sustainable packaging. Well done!,Khaadi,Twitter,Positive,New Collection,2024-01-19
1414,Excellent customer service. Highly recommended.,Sana Safinaz,Twitter,Positive,New Collection,2024-01-18
1415,Loved the new collection! Absolutely stunning.,Gul Ahmed,Twitter,Positive,New Collection,2024-08-22
1416,"Delivery was on time, average service.",Alkaram,Facebook,Neutral,Sale,2024-06-22
1417,Disappointed with the delivery delay.,Sapphire,Instagram,Negative,New Collection,2024-03-18
1418,Customer service was unhelpful.,Sana Safinaz,Twitter,Negative,New Collection,2024-08-13
1419,Loved the new collection! Absolutely stunning.,Sapphire,Instagram,Positive,New Collection,2024-02-07
1420,Colors seem different from pictures.,Sana Safinaz,Instagram,Neutral,New Collection,2024-11-23
1421,Prices are a bit high compared to last year.,Alkaram,Instagram,Neutral,New Collection,2024-03-01
1422,"Poor fabric quality, not worth the price.",Alkaram,Facebook,Negative,Customer Service,2024-10-04
1423,Received a wrong item and no response to complaint.,Alkaram,Instagram,Negative,Customer Service,2024-10-30
1424,"The collection looks okay, nothing special.",Khaadi,Instagram,Neutral,Customer Service,2024-03-17
1425,Appreciate the sustainable packaging. Well done!,Sapphire,Instagram,Positive,Sale,2024-04-06
1426,Great quality and beautiful designs.,Khaadi,Facebook,Positive,New Collection,2024-01-06
1427,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Facebook,Positive,New Collection,2024-12-28
1428,Disappointed with the delivery delay.,Khaadi,Twitter,Negative,Customer Service,2024-03-30
1429,Received a wrong item and no response to complaint.,Gul Ahmed,Twitter,Negative,Delivery Experience,2024-02-11
1430,Very happy with the purchase. Will shop again!,Alkaram,Facebook,Positive,Sale,2024-03-03
1431,Excellent customer service. Highly recommended.,Sana Safinaz,Facebook,Positive,Customer Service,2024-05-13
1432,"Delivery was on time, average service.",Sapphire,Instagram,Neutral,Sale,2024-03-26
1433,"Poor fabric quality, not worth the price.",Alkaram,Twitter,Negative,Customer Service,2024-04-03
1434,Very happy with the purchase. Will shop again!,Sana Safinaz,Instagram,Positive,Sustainability,2024-11-16
1435,Loved the new collection! Absolutely stunning.,Gul Ahmed,Instagram,Positive,Sale,2024-10-19
1436,Bad experience with the website. Very slow.,Sana Safinaz,Twitter,Negative,New Collection,2024-01-22
1437,Loved the new collection! Absolutely stunning.,Alkaram,Twitter,Positive,New Collection,2024-05-04
1438,Great quality and beautiful designs.,Sana Safinaz,Instagram,Positive,Sustainability,2024-05-07
1439,Customer service was unhelpful.,Gul Ahmed,Twitter,Negative,New Collection,2024-01-16
1440,Disappointed with the delivery delay.,Alkaram,Twitter,Negative,Sustainability,2024-01-05
1441,Disappointed with the delivery delay.,Alkaram,Instagram,Negative,Sale,2024-08-12
1442,Customer service was unhelpful.,Sana Safinaz,Facebook,Negative,Sale,2024-06-09
